gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,phase,motion
0.043042,-0.000601,0.011508,0.042107606,-0.00061459,0.011574306,0.848157406,7.50E-01
0.043071002,-0.000556,0.011517,0.04217788,-0.000603837,0.011618425,0.848157406,7.55E-01
0.043093,-0.000554,0.011523,0.042193692,-0.000617475,0.011695027,0.832889616,7.58E-01
0.043141998,-0.000582,0.01151,0.041894489,-0.000549247,0.011677438,0.832889616,7.61E-01
0.043136001,-0.000568,0.011527,0.041915756,-0.000651697,0.011637558,0.807252645,7.63E-01
0.043134,-0.000559,0.011527,0.042113482,-0.000647878,0.011700331,0.807252645,7.64E-01
0.043113999,-0.000523,0.011547,0.042006096,-0.00060165,0.011681083,0.771526217,7.65E-01
0.043150999,-0.000588,0.011503,0.042010432,-0.000570775,0.011671574,0.771526217,7.65E-01
0.043143,-0.000571,0.011504,0.042226642,-0.000637371,0.011620318,0.731925726,7.66E-01
0.043132,-0.000556,0.011512,0.042183845,-0.000662703,0.011607248,0.731925726,7.66E-01
0.043148998,-0.000586,0.011479,0.042144365,-0.000615588,0.011681077,0.691927731,7.65E-01
0.043138999,-0.000568,0.011502,0.042177956,-0.000600249,0.011665051,0.691927731,7.65E-01
0.043120001,-0.000526,0.011542,0.042289168,-0.000626226,0.011767629,0.661476612,7.64E-01
0.043111,-0.000506,0.01155,0.042139355,-0.00053912,0.011748094,0.661476612,7.63E-01
0.043147001,-0.000567,0.011503,0.042032904,-0.000552936,0.011744533,0.639952302,7.61E-01
0.043106999,-0.000493,0.011547,0.042002384,-0.000632848,0.011698566,0.639952302,7.59E-01
0.043133002,-0.000536,0.011505,0.042049788,-0.000621613,0.011745685,0.622854769,7.56E-01
0.043132,-0.000531,0.011506,0.042094148,-0.000558166,0.011729025,0.622854769,7.51E-01
0.043115001,-0.000499,0.011537,0.042023397,-0.000621814,0.011735828,0.60449934,7.46E-01
0.043116,-0.000508,0.011536,0.042059053,-0.00062656,0.011702031,0.60449934,7.38E-01
0.043117002,-0.000512,0.011534,0.042022617,-0.000598146,0.011729141,0.5855515,7.30E-01
0.043133002,-0.000542,0.011499,0.042088587,-0.000558512,0.011736798,0.5855515,7.19E-01
0.043122999,-0.000526,0.011516,0.042153943,-0.000495849,0.011743789,0.567156315,7.07E-01
0.043113999,-0.000501,0.011541,0.042251711,-0.000539251,0.011754836,0.567156315,6.92E-01
0.043102998,-0.000475,0.011557,0.042193579,-0.000405087,0.01176455,0.550500751,6.76E-01
0.043110002,-0.000488,0.011527,0.042241647,-0.000555705,0.011731076,0.550500751,6.57E-01
0.043099001,-0.00055,0.011506,0.042045015,-0.000529835,0.011699813,0.535662293,6.36E-01
0.043019999,-0.000536,0.011541,0.042348317,-0.000600353,0.011632018,0.535662293,6.13E-01
0.042982999,-0.000554,0.011534,0.042172134,-0.00055728,0.011743519,0.493308038,5.88E-01
0.042906001,-0.000518,0.011555,0.042050275,-0.000569495,0.011745002,0.493308038,5.61E-01
0.042863999,-0.000502,0.011569,0.042002893,-0.000629549,0.011677861,0.431327641,5.34E-01
0.042833,-0.00051,0.011566,0.042131011,-0.000622055,0.011746019,0.431327641,5.06E-01
0.042794999,-0.000542,0.011557,0.042016471,-0.000556217,0.011743905,0.35450387,4.78E-01
0.042748,-0.000543,0.011584,0.042095353,-0.000469161,0.011755046,0.35450387,4.49E-01
0.042681001,-0.000526,0.011622,0.041919401,-0.000425178,0.011735135,0.278825939,4.22E-01
0.042631999,-0.000558,0.011611,0.041832648,-0.000355795,0.011819575,0.278825939,3.94E-01
0.042537998,-0.000498,0.011669,0.041688069,-0.000483418,0.011792664,0.211958364,3.68E-01
0.042495001,-0.00053,0.011673,0.041853882,-0.000473136,0.011825448,0.211958364,3.43E-01
0.042459,-0.000562,0.011664,0.041863625,-0.000454935,0.011765475,0.153461516,3.19E-01
0.042415999,-0.000551,0.011695,0.041745403,-0.000465682,0.011805687,0.153461516,2.97E-01
0.042358998,-0.000514,0.011697,0.041867887,-0.000445733,0.011843246,0.116434053,2.76E-01
0.042307999,-0.000504,0.01173,0.041676568,-0.000427731,0.011825786,0.116434053,2.56E-01
0.042233001,-0.000463,0.01178,0.041661365,-0.000416324,0.011859903,0.097517237,2.38E-01
