frame,t,filtered_signal_norm_offline,displacement_norm_offline
2.890000000000000000e+02,9.616666666666667140e+00,5.676063084029573380e-01,1.070725941731527353e-01
2.900000000000000000e+02,9.650000000000000355e+00,5.744138022641609442e-01,1.114387764169360029e-01
2.910000000000000000e+02,9.683333333333333570e+00,5.800394006447548989e-01,1.161607003101266522e-01
2.920000000000000000e+02,9.716666666666666785e+00,5.843037768617979077e-01,1.211522872909596982e-01
2.930000000000000000e+02,9.750000000000000000e+00,5.870504936115368277e-01,1.263175662918945286e-01
2.940000000000000000e+02,9.783333333333333215e+00,5.881645992657782429e-01,1.315532971374582527e-01
2.950000000000000000e+02,9.816666666666666430e+00,5.875845784184692278e-01,1.367523496496336755e-01
2.960000000000000000e+02,9.849999999999999645e+00,5.853040659774063625e-01,1.418071911459503343e-01
2.970000000000000000e+02,9.883333333333332860e+00,5.813697930341709119e-01,1.466132440421292205e-01
2.980000000000000000e+02,9.916666666666666075e+00,5.758848934850583356e-01,1.510724525529769935e-01
2.990000000000000000e+02,9.949999999999999289e+00,5.690292280114822576e-01,1.550981346052403842e-01
3.000000000000000000e+02,9.983333333333332504e+00,5.610896575461407076e-01,1.586217481304168786e-01
3.010000000000000000e+02,1.001666666666666750e+01,5.524745390197348671e-01,1.616005740139803692e-01
3.020000000000000000e+02,1.005000000000000071e+01,5.437099199947130757e-01,1.640251584075813895e-01
3.030000000000000000e+02,1.008333333333333393e+01,5.354322906664357173e-01,1.659262967051041981e-01
3.040000000000000000e+02,1.011666666666666714e+01,5.283584554985079063e-01,1.673801123144383340e-01
3.050000000000000000e+02,1.015000000000000036e+01,5.231988255467385773e-01,1.685076523624551847e-01
3.060000000000000000e+02,1.018333333333333357e+01,5.205418817388182129e-01,1.694671772930272380e-01
3.070000000000000000e+02,1.021666666666666679e+01,5.207841508093516980e-01,1.704420224069682077e-01
3.080000000000000000e+02,1.025000000000000000e+01,5.241370039500818923e-01,1.716288893230024093e-01
3.090000000000000000e+02,1.028333333333333321e+01,5.306739636915673852e-01,1.732291289477190521e-01
3.100000000000000000e+02,1.031666666666666643e+01,5.403663380544534434e-01,1.754422778150194207e-01
3.110000000000000000e+02,1.034999999999999964e+01,5.530885751161067621e-01,1.784599330281831098e-01
3.120000000000000000e+02,1.038333333333333286e+01,5.686044101864727862e-01,1.824587512015234669e-01
3.130000000000000000e+02,1.041666666666666607e+01,5.865570216997058051e-01,1.875928248977112578e-01
3.140000000000000000e+02,1.044999999999999929e+01,6.064927591814839314e-01,1.939875595323672930e-01
3.150000000000000000e+02,1.048333333333333250e+01,6.279152067224993417e-01,2.017369690490548040e-01
3.160000000000000000e+02,1.051666666666666750e+01,6.503345915535395649e-01,2.109040960064345605e-01
3.170000000000000000e+02,1.055000000000000071e+01,6.733033536129459096e-01,2.215236809508704940e-01
3.180000000000000000e+02,1.058333333333333393e+01,6.964512034925640638e-01,2.336070487214713109e-01
3.190000000000000000e+02,1.061666666666666714e+01,7.195222155546675546e-01,2.471493403841130698e-01
3.200000000000000000e+02,1.065000000000000036e+01,7.423968308835009466e-01,2.621381365492295168e-01
3.210000000000000000e+02,1.068333333333333357e+01,7.650805709694230572e-01,2.785613669855047103e-01
3.220000000000000000e+02,1.071666666666666679e+01,7.876701630780041929e-01,2.964130781295161721e-01
3.230000000000000000e+02,1.075000000000000000e+01,8.103125754398049496e-01,3.156966101350985876e-01
3.240000000000000000e+02,1.078333333333333321e+01,8.331525898353014936e-01,3.364244586104766510e-01
3.250000000000000000e+02,1.081666666666666643e+01,8.562684860220668437e-01,3.586140692808562624e-01
3.260000000000000000e+02,1.084999999999999964e+01,8.796073722195900668e-01,3.822795431944925326e-01
3.270000000000000000e+02,1.088333333333333286e+01,9.029308924576965323e-01,4.074199086659970881e-01
3.280000000000000000e+02,1.091666666666666607e+01,9.257746892147140638e-01,4.340048297895912621e-01
3.290000000000000000e+02,1.094999999999999929e+01,9.474407937864470775e-01,4.619598337479597361e-01
3.300000000000000000e+02,1.098333333333333250e+01,9.670713710478355818e-01,4.911562014620273198e-01
3.310000000000000000e+02,1.101666666666666750e+01,9.837930601512551165e-01,5.214099858027513301e-01
3.320000000000000000e+02,1.105000000000000071e+01,9.968345281057858775e-01,5.524884634484303891e-01
3.330000000000000000e+02,1.108333333333333393e+01,1.005578095062361843e+00,5.841198513305684292e-01
3.340000000000000000e+02,1.111666666666666714e+01,1.009599912459539173e+00,6.160055637943231410e-01
3.350000000000000000e+02,1.115000000000000036e+01,1.008722781570975613e+00,6.478358098049232794e-01
3.360000000000000000e+02,1.118333333333333357e+01,1.003035580117567882e+00,6.793064186198557453e-01
3.370000000000000000e+02,1.121666666666666679e+01,9.928356475046676843e-01,7.101320221204957539e-01
3.380000000000000000e+02,1.125000000000000000e+01,9.785301602917328978e-01,7.400530004999636979e-01
3.390000000000000000e+02,1.128333333333333321e+01,9.605723229238243288e-01,7.688383928932210898e-01
3.400000000000000000e+02,1.131666666666666643e+01,9.394394595640377377e-01,7.962874226171756664e-01
3.410000000000000000e+02,1.134999999999999964e+01,9.156180886496354532e-01,8.222300785819453006e-01
3.420000000000000000e+02,1.138333333333333286e+01,8.895885459579673249e-01,8.465267243227355687e-01
3.430000000000000000e+02,1.141666666666666607e+01,8.618134867154630951e-01,8.690669799484038727e-01
3.440000000000000000e+02,1.144999999999999929e+01,8.327385251942730493e-01,8.897686445357052554e-01
3.450000000000000000e+02,1.148333333333333250e+01,8.028030126925050913e-01,9.085773000824083345e-01
3.460000000000000000e+02,1.151666666666666750e+01,7.724338361092969452e-01,9.254655233056575669e-01
3.470000000000000000e+02,1.155000000000000071e+01,7.420198588821583785e-01,9.404304811814996334e-01
3.480000000000000000e+02,1.158333333333333393e+01,7.118983097913650360e-01,9.534906657636713634e-01
3.490000000000000000e+02,1.161666666666666714e+01,6.823619131446876374e-01,9.646830798884119540e-01
3.500000000000000000e+02,1.165000000000000036e+01,6.536718320052150588e-01,9.740612413602435238e-01
3.510000000000000000e+02,1.168333333333333357e+01,6.260679611588015891e-01,9.816938380262381081e-01
3.520000000000000000e+02,1.171666666666666679e+01,5.997792691110018781e-01,9.876640368392127778e-01
3.530000000000000000e+02,1.175000000000000000e+01,5.750407859056005933e-01,9.920698671665717505e-01
3.540000000000000000e+02,1.178333333333333321e+01,5.521170657369763868e-01,9.950260877863704723e-01
3.550000000000000000e+02,1.181666666666666643e+01,5.313166629033592159e-01,9.966669692881300335e-01
3.560000000000000000e+02,1.184999999999999964e+01,5.129635778346471886e-01,9.971472708280166852e-01
3.570000000000000000e+02,1.188333333333333286e+01,4.973119567962704934e-01,9.966378228146288709e-01
3.580000000000000000e+02,1.191666666666666607e+01,4.844466432013970758e-01,9.953148208343999270e-01
3.590000000000000000e+02,1.194999999999999929e+01,4.742260841515588687e-01,9.933455092017083876e-01
