frame,t,filtered_signal_norm_offline,displacement_norm_offline
1.260000000000000000e+02,4.183333333333333570e+00,5.384576109746050943e-01,9.143781120890279723e-01
1.270000000000000000e+02,4.216666666666666785e+00,5.308864042505583303e-01,9.168811438600394936e-01
1.280000000000000000e+02,4.250000000000000000e+00,5.236430492750970833e-01,9.188158444452301232e-01
1.290000000000000000e+02,4.283333333333333215e+00,5.162393737233585966e-01,9.201696347036442125e-01
1.300000000000000000e+02,4.316666666666666430e+00,5.081702908750784786e-01,9.208903051661643246e-01
1.310000000000000000e+02,4.349999999999999645e+00,4.989565262871645257e-01,9.208880413293349942e-01
1.320000000000000000e+02,4.383333333333333748e+00,4.882033225016541578e-01,9.200420550628447547e-01
1.330000000000000000e+02,4.416666666666666963e+00,4.756353902474075857e-01,9.182099583729979031e-01
1.340000000000000000e+02,4.450000000000000178e+00,4.610823102161757392e-01,9.152359917541582623e-01
1.350000000000000000e+02,4.483333333333333393e+00,4.444416239211776976e-01,9.109563565595070189e-01
1.360000000000000000e+02,4.516666666666666607e+00,4.256678270122885577e-01,9.052036837606322051e-01
1.370000000000000000e+02,4.549999999999999822e+00,4.047870235089097157e-01,8.978126525137490876e-01
1.380000000000000000e+02,4.583333333333333037e+00,3.818965739156797712e-01,8.886255811162220297e-01
1.390000000000000000e+02,4.616666666666666252e+00,3.571471691322170017e-01,8.774966114386021365e-01
1.400000000000000000e+02,4.650000000000000355e+00,3.307445944673116367e-01,8.642960317654942992e-01
1.410000000000000000e+02,4.683333333333333570e+00,3.029842143495963813e-01,8.489173053903965593e-01
1.420000000000000000e+02,4.716666666666666785e+00,2.743000385785053785e-01,8.312879490675039174e-01
1.430000000000000000e+02,4.750000000000000000e+00,2.452973318566473993e-01,8.113829700864522154e-01
1.440000000000000000e+02,4.783333333333333215e+00,2.167341572010250961e-01,7.892368551983738323e-01
1.450000000000000000e+02,4.816666666666666430e+00,1.894610588945457030e-01,7.649508269201548138e-01
1.460000000000000000e+02,4.849999999999999645e+00,1.643643171692595328e-01,7.386956474636080516e-01
1.470000000000000000e+02,4.883333333333333748e+00,1.423207780189237048e-01,7.107108785022747677e-01
1.480000000000000000e+02,4.916666666666666963e+00,1.241226567071545689e-01,6.812982408392319611e-01
1.490000000000000000e+02,4.950000000000000178e+00,1.103483711119188221e-01,6.508048393460720282e-01
1.500000000000000000e+02,4.983333333333333393e+00,1.012562842195027651e-01,6.195980506804401600e-01
1.510000000000000000e+02,5.016666666666666607e+00,9.679748777707543328e-02,5.880414140399343736e-01
1.520000000000000000e+02,5.049999999999999822e+00,9.671984034811433040e-02,5.564786849939719060e-01
1.530000000000000000e+02,5.083333333333333037e+00,1.006729548720856765e-01,5.252261268940288108e-01
1.540000000000000000e+02,5.116666666666666252e+00,1.082653692331685541e-01,4.945692880252566814e-01
1.550000000000000000e+02,5.150000000000000355e+00,1.190791924874371049e-01,4.647609279365771395e-01
1.560000000000000000e+02,5.183333333333333570e+00,1.326690476485120063e-01,4.360188608191787885e-01
1.570000000000000000e+02,5.216666666666666785e+00,1.485599799458488524e-01,4.085236347618889652e-01
1.580000000000000000e+02,5.250000000000000000e+00,1.662569170685229136e-01,3.824169532802002003e-01
1.590000000000000000e+02,5.283333333333333215e+00,1.852666256085498397e-01,3.578018196010511187e-01
1.600000000000000000e+02,5.316666666666666430e+00,2.051135784265281925e-01,3.347439259395717515e-01
1.610000000000000000e+02,5.349999999999999645e+00,2.253482264147323721e-01,3.132736917984066394e-01
1.620000000000000000e+02,5.383333333333333748e+00,2.455594406869468227e-01,2.933892785114069479e-01
1.630000000000000000e+02,5.416666666666666963e+00,2.653921274563373900e-01,2.750609858933306673e-01
1.640000000000000000e+02,5.450000000000000178e+00,2.845698192590161435e-01,2.582374214516933719e-01
1.650000000000000000e+02,5.483333333333333393e+00,3.029141007988094270e-01,2.428531937974790778e-01
1.660000000000000000e+02,5.516666666666666607e+00,3.203482375736247945e-01,2.288368907666697150e-01
1.670000000000000000e+02,5.549999999999999822e+00,3.368942276249534684e-01,2.161188262148954764e-01
1.680000000000000000e+02,5.583333333333333037e+00,3.526640424856716249e-01,2.046380995556216220e-01
1.690000000000000000e+02,5.616666666666666252e+00,3.678156399775451280e-01,1.943462039558237764e-01
1.700000000000000000e+02,5.650000000000000355e+00,3.824764903427398943e-01,1.852046342066052953e-01
1.710000000000000000e+02,5.683333333333333570e+00,3.966816135413114286e-01,1.771776328500070385e-01
1.720000000000000000e+02,5.716666666666666785e+00,4.103535027695557891e-01,1.702233610564116428e-01
1.730000000000000000e+02,5.750000000000000000e+00,4.233256308985248739e-01,1.642869138740820634e-01
1.740000000000000000e+02,5.783333333333333215e+00,4.353951254851606278e-01,1.592974684877324909e-01
1.750000000000000000e+02,5.816666666666666430e+00,4.463700710355393841e-01,1.551691439273121254e-01
1.760000000000000000e+02,5.849999999999999645e+00,4.560985556065093594e-01,1.518041398435481526e-01
1.770000000000000000e+02,5.883333333333333748e+00,4.644905128201758382e-01,1.490975890608801369e-01
1.780000000000000000e+02,5.916666666666666963e+00,4.715286618275069674e-01,1.469432685064519517e-01
1.790000000000000000e+02,5.950000000000000178e+00,4.772633850169106795e-01,1.452389082317050717e-01
1.800000000000000000e+02,5.983333333333333393e+00,4.817976799144393363e-01,1.438903197235917586e-01
1.810000000000000000e+02,6.016666666666666607e+00,4.852676075101302611e-01,1.428139901440900750e-01
1.820000000000000000e+02,6.049999999999999822e+00,4.878344605503381892e-01,1.419390620749535759e-01
1.830000000000000000e+02,6.083333333333333037e+00,4.897073102530511979e-01,1.412110823323885211e-01
1.840000000000000000e+02,6.116666666666666252e+00,4.911753783005796126e-01,1.405982907667311099e-01
1.850000000000000000e+02,6.150000000000000355e+00,4.926079096926703205e-01,1.400978990858716688e-01
1.860000000000000000e+02,6.183333333333333570e+00,4.944195197425666488e-01,1.397396507200079352e-01
1.870000000000000000e+02,6.216666666666666785e+00,4.970349712289197641e-01,1.395866170163735653e-01
1.880000000000000000e+02,6.250000000000000000e+00,5.008707795823877928e-01,1.397345501323267181e-01
1.890000000000000000e+02,6.283333333333333215e+00,5.063244567732366752e-01,1.403103919777927422e-01
1.900000000000000000e+02,6.316666666666666430e+00,5.137624238304893121e-01,1.414698347446642079e-01
1.910000000000000000e+02,6.349999999999999645e+00,5.235119134863678303e-01,1.433942460980603406e-01
1.920000000000000000e+02,6.383333333333333748e+00,5.358652756483422985e-01,1.462879321853574888e-01
1.930000000000000000e+02,6.416666666666666963e+00,5.510863055966599422e-01,1.503758971709346359e-01
1.940000000000000000e+02,6.450000000000000178e+00,5.693955976730888935e-01,1.559004535858413421e-01
1.950000000000000000e+02,6.483333333333333393e+00,5.909252423033773960e-01,1.631142780960559702e-01
1.960000000000000000e+02,6.516666666666666607e+00,6.156476030780269060e-01,1.722678789478900574e-01
1.970000000000000000e+02,6.549999999999999822e+00,6.433088931319438375e-01,1.835918516551611757e-01
1.980000000000000000e+02,6.583333333333333037e+00,6.734172496795485241e-01,1.972781989854890394e-01
1.990000000000000000e+02,6.616666666666666252e+00,7.052751263325586217e-01,2.134641925263481288e-01
2.000000000000000000e+02,6.650000000000000355e+00,7.379962130985536772e-01,2.322175618352138871e-01
2.010000000000000000e+02,6.683333333333333570e+00,7.705100505882072071e-01,2.535220456315908089e-01
2.020000000000000000e+02,6.716666666666666785e+00,8.016139837274665059e-01,2.772670194032098023e-01
2.030000000000000000e+02,6.750000000000000000e+00,8.300923650630901429e-01,3.032464759924690112e-01
2.040000000000000000e+02,6.783333333333333215e+00,8.548546446367824014e-01,3.311688410490646883e-01
2.050000000000000000e+02,6.816666666666666430e+00,8.750329580025764109e-01,3.606744454749720719e-01
2.060000000000000000e+02,6.849999999999999645e+00,8.900385033200893803e-01,3.913574213527941104e-01
2.070000000000000000e+02,6.883333333333333748e+00,8.996067275474601832e-01,4.227911432923189827e-01
2.080000000000000000e+02,6.916666666666666963e+00,9.038084579237479765e-01,4.545545431801626957e-01
2.090000000000000000e+02,6.950000000000000178e+00,9.029760986778407883e-01,4.862526341443298428e-01
2.100000000000000000e+02,6.983333333333333393e+00,8.975759292745814077e-01,5.175270147296758827e-01
2.110000000000000000e+02,7.016666666666666607e+00,8.881176733801724454e-01,5.480592776352340989e-01
2.120000000000000000e+02,7.049999999999999822e+00,8.751230280655458715e-01,5.775719491765690661e-01
2.130000000000000000e+02,7.083333333333333037e+00,8.591174315502615455e-01,6.058287828253636764e-01
2.140000000000000000e+02,7.116666666666666252e+00,8.406331881023888508e-01,6.326352979362264151e-01
2.150000000000000000e+02,7.150000000000000355e+00,8.202212110509827792e-01,6.578402398587147593e-01
2.160000000000000000e+02,7.183333333333333570e+00,7.984611544378119596e-01,6.813378350033092445e-01
2.170000000000000000e+02,7.216666666666666785e+00,7.759714151959660189e-01,7.030708307025602677e-01
2.180000000000000000e+02,7.250000000000000000e+00,7.534174213691535726e-01,7.230341853860092760e-01
2.190000000000000000e+02,7.283333333333333215e+00,7.314969466876840576e-01,7.412776065011486004e-01
2.200000000000000000e+02,7.316666666666666430e+00,7.108843822418183800e-01,7.579037158548156405e-01
2.210000000000000000e+02,7.349999999999999645e+00,6.921314665642434028e-01,7.730584259962748339e-01
2.220000000000000000e+02,7.383333333333333748e+00,6.755658412230221010e-01,7.869133570262674127e-01
2.230000000000000000e+02,7.416666666666666963e+00,6.612673894547642650e-01,7.996463968778780851e-01
2.240000000000000000e+02,7.450000000000000178e+00,6.491321655181844230e-01,8.114272776494152462e-01
2.250000000000000000e+02,7.483333333333333393e+00,6.389567084946833342e-01,8.224097674024221094e-01
2.260000000000000000e+02,7.516666666666666607e+00,6.304929415119746583e-01,8.327281694858211791e-01
2.270000000000000000e+02,7.549999999999999822e+00,6.234565336944282166e-01,8.424944779589506050e-01
2.280000000000000000e+02,7.583333333333333037e+00,6.175053514047132985e-01,8.517938422467945525e-01
2.290000000000000000e+02,7.616666666666666252e+00,6.122274549354906892e-01,8.606790899865532918e-01
2.300000000000000000e+02,7.650000000000000355e+00,6.071551603607219239e-01,8.691663532011466575e-01
2.310000000000000000e+02,7.683333333333333570e+00,6.018011449921033540e-01,8.772335273943326905e-01
2.320000000000000000e+02,7.716666666666666785e+00,5.957033660286628063e-01,8.848222550719319068e-01
2.330000000000000000e+02,7.750000000000000000e+00,5.884570989533628449e-01,8.918424230732991953e-01
2.340000000000000000e+02,7.783333333333333215e+00,5.797276703733853509e-01,8.981776589522997289e-01
2.350000000000000000e+02,7.816666666666666430e+00,5.692509805674563772e-01,9.036908683586154512e-01
2.360000000000000000e+02,7.849999999999999645e+00,5.568266173808459341e-01,9.082292321185645445e-01
2.370000000000000000e+02,7.883333333333333748e+00,5.423110709085553482e-01,9.116286709235190688e-01
2.380000000000000000e+02,7.916666666666666963e+00,5.256146521279779771e-01,9.137180682467739290e-01
2.390000000000000000e+02,7.950000000000000178e+00,5.066936991975603544e-01,9.143228817477202508e-01
2.400000000000000000e+02,7.983333333333333393e+00,4.855331748448629692e-01,9.132673892249106862e-01
2.410000000000000000e+02,8.016666666666667496e+00,4.621262249590532556e-01,9.103753306867500283e-01
2.420000000000000000e+02,8.050000000000000711e+00,4.364697200473665606e-01,9.054702005940571397e-01
2.430000000000000000e+02,8.083333333333333925e+00,4.086036432701337096e-01,8.983786305833101338e-01
2.440000000000000000e+02,8.116666666666667140e+00,3.786914981751953180e-01,8.889400811756059673e-01
2.450000000000000000e+02,8.150000000000000355e+00,3.470822603321239708e-01,8.770213943609801444e-01
2.460000000000000000e+02,8.183333333333333570e+00,3.142934746676636637e-01,8.625300199587048189e-01
2.470000000000000000e+02,8.216666666666666785e+00,2.809463584985991691e-01,8.454221500042600201e-01
2.480000000000000000e+02,8.250000000000000000e+00,2.477430461017474939e-01,8.257090676901261972e-01
2.490000000000000000e+02,8.283333333333333215e+00,2.154928209742033307e-01,8.034655545532833898e-01
2.500000000000000000e+02,8.316666666666666430e+00,1.851166932513218510e-01,7.788386568180215574e-01
2.510000000000000000e+02,8.349999999999999645e+00,1.575824532399721645e-01,7.520513558815712374e-01
2.520000000000000000e+02,8.383333333333332860e+00,1.337491667907488302e-01,7.233940375297677194e-01
2.530000000000000000e+02,8.416666666666666075e+00,1.141892097552626439e-01,6.932019975449301707e-01
2.540000000000000000e+02,8.449999999999999289e+00,9.914231475380363978e-02,6.618293417117634414e-01
2.550000000000000000e+02,8.483333333333332504e+00,8.861335726811968294e-02,6.296305583570862563e-01
2.560000000000000000e+02,8.516666666666667496e+00,8.247437308689128943e-02,5.969500954255729797e-01
2.570000000000000000e+02,8.550000000000000711e+00,8.050979487658822820e-02,5.641154869264765059e-01
2.580000000000000000e+02,8.583333333333333925e+00,8.244015571473695125e-02,5.314323392170174909e-01
2.590000000000000000e+02,8.616666666666667140e+00,8.794420207708644743e-02,4.991810523243379594e-01
2.600000000000000000e+02,8.650000000000000355e+00,9.667143387234360119e-02,4.676145251889722299e-01
2.610000000000000000e+02,8.683333333333333570e+00,1.082417737122073065e-01,4.369558349584412027e-01
2.620000000000000000e+02,8.716666666666666785e+00,1.222398117111467425e-01,4.073954647138911533e-01
2.630000000000000000e+02,8.750000000000000000e+00,1.382201918084529635e-01,3.790889538206140830e-01
2.640000000000000000e+02,8.783333333333333215e+00,1.557364902567349441e-01,3.521568141547630759e-01
2.650000000000000000e+02,8.816666666666666430e+00,1.743737316389966374e-01,3.266869976155704069e-01
2.660000000000000000e+02,8.849999999999999645e+00,1.937594699750149474e-01,3.027382330880283301e-01
2.670000000000000000e+02,8.883333333333332860e+00,2.135662076482064409e-01,2.803435532004336372e-01
2.680000000000000000e+02,8.916666666666666075e+00,2.335252316317198706e-01,2.595149067057636039e-01
2.690000000000000000e+02,8.949999999999999289e+00,2.534467692252841409e-01,2.402493523310136880e-01
2.700000000000000000e+02,8.983333333333332504e+00,2.732322325539142116e-01,2.225362133595779890e-01
2.710000000000000000e+02,9.016666666666667496e+00,2.928577528318238032e-01,2.063629402720710271e-01
2.720000000000000000e+02,9.050000000000000711e+00,3.123049005440901582e-01,1.917155375247021620e-01
2.730000000000000000e+02,9.083333333333333925e+00,3.314676508876566174e-01,1.785716906106793733e-01
2.740000000000000000e+02,9.116666666666667140e+00,3.501215599732351857e-01,1.668914746117117764e-01
2.750000000000000000e+02,9.150000000000000355e+00,3.679861330367289463e-01,1.566129563105315703e-01
2.760000000000000000e+02,9.183333333333333570e+00,3.848112850550241548e-01,1.476545802128704787e-01
2.770000000000000000e+02,9.216666666666666785e+00,4.004175516070735408e-01,1.399207096110483273e-01
2.780000000000000000e+02,9.250000000000000000e+00,4.146908100689176702e-01,1.333067534597302262e-01
2.790000000000000000e+02,9.283333333333333215e+00,4.275644989154026021e-01,1.277028981350042114e-01
2.800000000000000000e+02,9.316666666666666430e+00,4.390057442159761569e-01,1.229967506446964232e-01
2.810000000000000000e+02,9.349999999999999645e+00,4.490046530396301083e-01,1.190751417732903578e-01
2.820000000000000000e+02,9.383333333333332860e+00,4.575621470027876336e-01,1.158249746175276235e-01
2.830000000000000000e+02,9.416666666666666075e+00,4.646808631717253557e-01,1.131333591847608344e-01
2.840000000000000000e+02,9.449999999999999289e+00,4.703725760702974767e-01,1.108883293400201725e-01
2.850000000000000000e+02,9.483333333333332504e+00,4.746818911649079431e-01,1.089814188013322055e-01
2.860000000000000000e+02,9.516666666666667496e+00,4.777049560418581975e-01,1.073117052593607207e-01
2.870000000000000000e+02,9.550000000000000711e+00,4.795866816728406312e-01,1.057896364708037773e-01
2.880000000000000000e+02,9.583333333333333925e+00,4.805022691821791425e-01,1.043394068971780914e-01
2.890000000000000000e+02,9.616666666666667140e+00,4.806393834238727458e-01,1.028999356392553688e-01
