frame,t,filtered_signal_norm_offline,displacement_norm_offline
2.900000000000000000e+02,9.650000000000000355e+00,4.801887095588613374e-01,1.014251034176647803e-01
2.910000000000000000e+02,9.683333333333333570e+00,4.793381728093526473e-01,9.988353602141132603e-02
2.920000000000000000e+02,9.716666666666666785e+00,4.782667790674437480e-01,9.825790447561902341e-02
2.930000000000000000e+02,9.750000000000000000e+00,4.771416493236558809e-01,9.654399252334990023e-02
2.940000000000000000e+02,9.783333333333333215e+00,4.761250916620162199e-01,9.475031899329640350e-02
2.950000000000000000e+02,9.816666666666666430e+00,4.753956185864313677e-01,9.289940923783689131e-02
2.960000000000000000e+02,9.849999999999999645e+00,4.751679705464166847e-01,9.103063766544729207e-02
2.970000000000000000e+02,9.883333333333332860e+00,4.756759908182995877e-01,8.920172659478907418e-02
2.980000000000000000e+02,9.916666666666666075e+00,4.771047814948299326e-01,8.748492190332023133e-02
2.990000000000000000e+02,9.949999999999999289e+00,4.795207467304758442e-01,8.595767969939033248e-02
3.000000000000000000e+02,9.983333333333332504e+00,4.828605518049959855e-01,8.469248669570596244e-02
3.010000000000000000e+02,1.001666666666666750e+01,4.869700176587704599e-01,8.374973234229875219e-02
3.020000000000000000e+02,1.005000000000000071e+01,4.916397003185443149e-01,8.317337260746651695e-02
3.030000000000000000e+02,1.008333333333333393e+01,4.966183822901184541e-01,8.298765232608038001e-02
3.040000000000000000e+02,1.011666666666666714e+01,5.016240350088065902e-01,8.319468768832317951e-02
3.050000000000000000e+02,1.015000000000000036e+01,5.063717392961697428e-01,8.377423943512879445e-02
3.060000000000000000e+02,1.018333333333333357e+01,5.106153672382278685e-01,8.468675651480354893e-02
3.070000000000000000e+02,1.021666666666666679e+01,5.141795432751501416e-01,8.587892748420218603e-02
3.080000000000000000e+02,1.025000000000000000e+01,5.169635078476753076e-01,8.728953506096670534e-02
3.090000000000000000e+02,1.028333333333333321e+01,5.189254973761989742e-01,8.885408509106842989e-02
3.100000000000000000e+02,1.031666666666666643e+01,5.200681785216333397e-01,9.050829265315638028e-02
3.110000000000000000e+02,1.034999999999999964e+01,5.204289576344728330e-01,9.219080781879458730e-02
3.120000000000000000e+02,1.038333333333333286e+01,5.200692135211111289e-01,9.384509658944990840e-02
3.130000000000000000e+02,1.041666666666666607e+01,5.190639258984131033e-01,9.542050805688936932e-02
3.140000000000000000e+02,1.044999999999999929e+01,5.174954248471422824e-01,9.687285113054584784e-02
3.150000000000000000e+02,1.048333333333333250e+01,5.154513844894287322e-01,9.816481384395479848e-02
3.160000000000000000e+02,1.051666666666666750e+01,5.130270758697597078e-01,9.926655942769382901e-02
3.170000000000000000e+02,1.055000000000000071e+01,5.103330172503596218e-01,1.001569226430383680e-01
3.180000000000000000e+02,1.058333333333333393e+01,5.075041005431715213e-01,1.008253221975887598e-01
3.190000000000000000e+02,1.061666666666666714e+01,5.047034991119339065e-01,1.012739797765188215e-01
3.200000000000000000e+02,1.065000000000000036e+01,5.021242210350828072e-01,1.015202609465961497e-01
3.210000000000000000e+02,1.068333333333333357e+01,4.999950851469691093e-01,1.015994849548797208e-01
3.220000000000000000e+02,1.071666666666666679e+01,4.985807207071542013e-01,1.015677345014689009e-01
3.230000000000000000e+02,1.075000000000000000e+01,4.981447244577341116e-01,1.015017747256811015e-01
3.240000000000000000e+02,1.078333333333333321e+01,4.988671807444249873e-01,1.014925006210373598e-01
3.250000000000000000e+02,1.081666666666666643e+01,5.007724667710846678e-01,1.016327198755522382e-01
3.260000000000000000e+02,1.084999999999999964e+01,5.037327216636605653e-01,1.020052079031880388e-01
3.270000000000000000e+02,1.088333333333333286e+01,5.075284421361284659e-01,1.026755173581142960e-01
3.280000000000000000e+02,1.091666666666666607e+01,5.118979216878997152e-01,1.036886667682120622e-01
3.290000000000000000e+02,1.094999999999999929e+01,5.165564275930187854e-01,1.050673338416274055e-01
3.300000000000000000e+02,1.098333333333333250e+01,5.212128790573324899e-01,1.068113573819558099e-01
3.310000000000000000e+02,1.101666666666666750e+01,5.256020615023599962e-01,1.088997668142110409e-01
3.320000000000000000e+02,1.105000000000000071e+01,5.295232459613870013e-01,1.112958418822071055e-01
3.330000000000000000e+02,1.108333333333333393e+01,5.328697235563738532e-01,1.139544896925753781e-01
3.340000000000000000e+02,1.111666666666666714e+01,5.356463180660147039e-01,1.168309958373141139e-01
3.350000000000000000e+02,1.115000000000000036e+01,5.379761975514005812e-01,1.198903099729956567e-01
3.360000000000000000e+02,1.118333333333333357e+01,5.400992278600491581e-01,1.231162022119091093e-01
3.370000000000000000e+02,1.121666666666666679e+01,5.423653453090997445e-01,1.265198995178657138e-01
3.380000000000000000e+02,1.125000000000000000e+01,5.452172574454851040e-01,1.301473647617211737e-01
3.390000000000000000e+02,1.128333333333333321e+01,5.491564681246121626e-01,1.340839100222335767e-01
3.400000000000000000e+02,1.131666666666666643e+01,5.547019295309244535e-01,1.384555656242452970e-01
3.410000000000000000e+02,1.134999999999999964e+01,5.623569262928709289e-01,1.434278508242694539e-01
3.420000000000000000e+02,1.138333333333333286e+01,5.725902042878037168e-01,1.492030638163732714e-01
3.430000000000000000e+02,1.141666666666666607e+01,5.858254490470318210e-01,1.560167461882225048e-01
3.440000000000000000e+02,1.144999999999999929e+01,6.024298168765367389e-01,1.641332475010624792e-01
3.450000000000000000e+02,1.148333333333333250e+01,6.226954700659230735e-01,1.738398410774432967e-01
3.460000000000000000e+02,1.151666666666666750e+01,6.468097406603725563e-01,1.854384987661837347e-01
3.470000000000000000e+02,1.155000000000000071e+01,6.748100085554763483e-01,1.992341253333017592e-01
3.480000000000000000e+02,1.158333333333333393e+01,7.065143744281788818e-01,2.155173532830910177e-01
3.490000000000000000e+02,1.161666666666666714e+01,7.414220363123719126e-01,2.345395209838785355e-01
3.500000000000000000e+02,1.165000000000000036e+01,7.786226802852683759e-01,2.564805413674415835e-01
3.510000000000000000e+02,1.168333333333333357e+01,8.167952011968333537e-01,2.814166702537554965e-01
3.520000000000000000e+02,1.171666666666666679e+01,8.543246558597072937e-01,3.092974511064612297e-01
3.530000000000000000e+02,1.175000000000000000e+01,8.894868674806482023e-01,3.399371442994179593e-01
3.540000000000000000e+02,1.178333333333333321e+01,9.206418792914796700e-01,3.730213352239785118e-01
3.550000000000000000e+02,1.181666666666666643e+01,9.463934171391564787e-01,4.081260542175438877e-01
3.560000000000000000e+02,1.184999999999999964e+01,9.656942733446481908e-01,4.447451651650847770e-01
3.570000000000000000e+02,1.188333333333333286e+01,9.779083477826517878e-01,4.823226219941368353e-01
3.580000000000000000e+02,1.191666666666666607e+01,9.828233969646258394e-01,5.202857254937472975e-01
3.590000000000000000e+02,1.194999999999999929e+01,9.805994821995341892e-01,5.580743352511774447e-01
3.600000000000000000e+02,1.198333333333333250e+01,9.716900535097976466e-01,5.951638896413944391e-01
3.610000000000000000e+02,1.201666666666666750e+01,9.567761811146664463e-01,6.310832654593584445e-01
3.620000000000000000e+02,1.205000000000000071e+01,9.366855609493239809e-01,6.654262825290447880e-01
3.630000000000000000e+02,1.208333333333333393e+01,9.122912602567153639e-01,6.978552636462101999e-01
3.640000000000000000e+02,1.211666666666666714e+01,8.844540918408400065e-01,7.281000730654136888e-01
3.650000000000000000e+02,1.215000000000000036e+01,8.540139072792486408e-01,7.559564718313901421e-01
3.660000000000000000e+02,1.218333333333333357e+01,8.217760046348626668e-01,7.812834066265496036e-01
3.670000000000000000e+02,1.221666666666666679e+01,7.884885928299806279e-01,8.039985304186488824e-01
3.680000000000000000e+02,1.225000000000000000e+01,7.548337907207957054e-01,8.240730168740331152e-01
3.690000000000000000e+02,1.228333333333333321e+01,7.214237747902080278e-01,8.415260725095202732e-01
3.700000000000000000e+02,1.231666666666666643e+01,6.887981522331778628e-01,8.564192427301957622e-01
3.710000000000000000e+02,1.234999999999999964e+01,6.574391537948940378e-01,8.688519099341112106e-01
3.720000000000000000e+02,1.238333333333333286e+01,6.278031890511405200e-01,8.789592675207527073e-01
3.730000000000000000e+02,1.241666666666666607e+01,6.003462120022471371e-01,8.869122841454891715e-01
3.740000000000000000e+02,1.244999999999999929e+01,5.755070977494882722e-01,8.929163636677587279e-01
3.750000000000000000e+02,1.248333333333333250e+01,5.536261992254460917e-01,8.972036148629440877e-01
3.760000000000000000e+02,1.251666666666666750e+01,5.348539483043878162e-01,9.000179497558584707e-01
3.770000000000000000e+02,1.255000000000000071e+01,5.191355451260124543e-01,9.015989806414661523e-01
3.780000000000000000e+02,1.258333333333333393e+01,5.062656075064603245e-01,9.021702050308385568e-01
3.790000000000000000e+02,1.261666666666666714e+01,4.959421539454286210e-01,9.019314262346720401e-01
3.800000000000000000e+02,1.265000000000000036e+01,4.877881486594780047e-01,9.010528644223406713e-01
3.810000000000000000e+02,1.268333333333333357e+01,4.813505757296306919e-01,8.996691950363193691e-01
3.820000000000000000e+02,1.271666666666666679e+01,4.760972733502096821e-01,8.978733388141034721e-01
3.830000000000000000e+02,1.275000000000000000e+01,4.714319301386987737e-01,8.957114284569397400e-01
3.840000000000000000e+02,1.278333333333333321e+01,4.667319064873706735e-01,8.931807428534717097e-01
3.850000000000000000e+02,1.281666666666666643e+01,4.613978888595942629e-01,8.902315372998074183e-01
3.860000000000000000e+02,1.284999999999999964e+01,4.548997546257418922e-01,8.867724723857691727e-01
3.870000000000000000e+02,1.288333333333333286e+01,4.468038658508048933e-01,8.826781844178667180e-01
3.880000000000000000e+02,1.291666666666666607e+01,4.367803426690836655e-01,8.777974265288751576e-01
3.890000000000000000e+02,1.294999999999999929e+01,4.246011310717820453e-01,8.719610581813449501e-01
3.900000000000000000e+02,1.298333333333333250e+01,4.101283508389277910e-01,8.649891204216112461e-01
3.910000000000000000e+02,1.301666666666666750e+01,3.932817085331961060e-01,8.566953542783239950e-01
3.920000000000000000e+02,1.305000000000000071e+01,3.739994909804075229e-01,8.468886586149235729e-01
3.930000000000000000e+02,1.308333333333333393e+01,3.522315367426050448e-01,8.353739965068606166e-01
3.940000000000000000e+02,1.311666666666666714e+01,3.279774883638558736e-01,8.219563029827268164e-01
3.950000000000000000e+02,1.315000000000000036e+01,3.013436505744743754e-01,8.064488539978871273e-01
3.960000000000000000e+02,1.318333333333333357e+01,2.725888941611767646e-01,7.886852371370109971e-01
3.970000000000000000e+02,1.321666666666666679e+01,2.421577855417478831e-01,7.685339217433253545e-01
3.980000000000000000e+02,1.325000000000000000e+01,2.107109569516042724e-01,7.459152119663059466e-01
3.990000000000000000e+02,1.328333333333333321e+01,1.791400512611080742e-01,7.208193724159553950e-01
4.000000000000000000e+02,1.331666666666666643e+01,1.485336034496398117e-01,6.933220767948488072e-01
4.010000000000000000e+02,1.334999999999999964e+01,1.200680458845174020e-01,6.635913045402144217e-01
4.020000000000000000e+02,1.338333333333333286e+01,9.481865234743043491e-02,6.318794036761429256e-01
4.030000000000000000e+02,1.341666666666666607e+01,7.355775995487112695e-02,5.984993216686634865e-01
4.040000000000000000e+02,1.344999999999999929e+01,5.666226993125381833e-02,5.637935785673015010e-01
4.050000000000000000e+02,1.348333333333333250e+01,4.414309974140021020e-02,5.281055510323312552e-01
4.060000000000000000e+02,1.351666666666666750e+01,3.571190828936526840e-02,4.917559917828375204e-01
4.070000000000000000e+02,1.355000000000000071e+01,3.086183567969280617e-02,4.550258840821204132e-01
4.080000000000000000e+02,1.358333333333333393e+01,2.897535686201531749e-02,4.181477586814412173e-01
4.090000000000000000e+02,1.361666666666666714e+01,2.942195635554154670e-02,3.813046745593687836e-01
4.100000000000000000e+02,1.365000000000000036e+01,3.160324972555637879e-02,3.446327400015249953e-01
4.110000000000000000e+02,1.368333333333333357e+01,3.495374359110350881e-02,3.082236933123751466e-01
4.120000000000000000e+02,1.371666666666666679e+01,3.892836316562275911e-02,2.721265049076289633e-01
4.130000000000000000e+02,1.375000000000000000e+01,4.301022501128468067e-02,2.363495892757845052e-01
4.140000000000000000e+02,1.378333333333333321e+01,4.676704831909605370e-02,2.008674431054231768e-01
4.150000000000000000e+02,1.381666666666666643e+01,4.993308500748326606e-02,1.656337118465994185e-01
