gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,state_0
0.05412000045180321,-0.0029460000805556774,0.007896999828517437,0.054042146298146694,-0.002839855382991767,0.0077966319633683305,0.5978270769119263
0.054099999368190765,-0.0029200001154094934,0.007908999919891357,0.05396966461731129,-0.0028241672509748948,0.007857042666350044,0.5978270769119263
0.054097000509500504,-0.0029180001001805067,0.007910000160336494,0.05374183686770129,-0.002757304438972662,0.00787172195728534,0.5934455990791321
0.054106999188661575,-0.002940000034868717,0.007904999889433384,0.05375917094837337,-0.0027989188543498284,0.007858013218828362,0.5934455990791321
0.054097000509500504,-0.0029269999358803034,0.007899000309407711,0.05371237201088237,-0.0027619049927634985,0.00793554787059091,0.5896258354187012
0.054090000689029694,-0.0029120000544935465,0.007923999801278114,0.053764127692275517,-0.0027117061332443165,0.007917386452562574,0.5896258354187012
0.05409200116991997,-0.0029170000925660133,0.007926000282168388,0.053706084061583136,-0.002707180139793778,0.008024846748421499,0.5861364006996155
0.0541130006313324,-0.0029539999086409807,0.007915999740362167,0.05365183626969795,-0.0027198024948119092,0.007991096438960925,0.5861364006996155
0.05410600081086159,-0.002950000111013651,0.007929000072181225,0.0536643586168813,-0.00273517513607346,0.007989724578549235,0.5831897258758545
0.05413400009274483,-0.0030090000946074724,0.007876000367105007,0.053598919700276984,-0.002711618224774998,0.00818282896484065,0.5831897258758545
0.05412599816918373,-0.0029929999727755785,0.007903999648988247,0.05366740703354163,-0.002707435880123769,0.00809558349224715,0.580520749092102
0.05409900099039078,-0.00292899995110929,0.007952000014483929,0.0539055071454644,-0.002700835890551212,0.008097780970654875,0.580520749092102
0.05410800129175186,-0.00292299990542233,0.007960000075399876,0.05371751999196574,-0.002783287390978907,0.00805061201006759,0.5712560415267944
0.05410600081086159,-0.002899999963119626,0.007966999895870686,0.05369132875680048,-0.0026933853301004513,0.008062474908125176,0.5712560415267944
0.054097000509500504,-0.0028880001045763493,0.007997999899089336,0.05366543994101492,-0.002715411440872243,0.008150481874388365,0.5546045303344727
0.05403599888086319,-0.002937000012025237,0.007981999777257442,0.053564775274055974,-0.0027529716265360625,0.008104286278681986,0.5546045303344727
0.05397000163793564,-0.00291300006210804,0.00802099984139204,0.05367422861400323,-0.0026795026067793,0.00802294793960777,0.5343946218490601
0.05393199995160103,-0.0029249999206513166,0.008022000081837177,0.05387272770776035,-0.002766421381241828,0.007992198225474005,0.5343946218490601
0.053863998502492905,-0.0029090000316500664,0.008050000295042992,0.05387889041560385,-0.0027633631359107427,0.008043671583617698,0.515357494354248
0.053835999220609665,-0.002862999914214015,0.008081999607384205,0.05381868352089022,-0.0027051906333443155,0.008120200243728509,0.515357494354248
