gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,state_00,state_0
0.041917,-0.000401,0.011837,0.041438535,-0.000370857,0.011958172,0.092981175,8.77E-01
0.041751001,-0.000336,0.011845,0.041305958,-0.000363563,0.011962191,0.097130924,8.63E-01
0.041625999,-0.000303,0.011809,0.04129819,-0.000399912,0.01196662,0.097130924,8.45E-01
0.041437998,-0.000206,0.011826,0.041243679,-0.000406476,0.011955878,0.107930429,8.26E-01
0.04129,-0.000188,0.011827,0.041238996,-0.000380838,0.01197234,0.107930429,8.03E-01
0.041124001,-0.000126,0.011868,0.041021732,-0.000403583,0.011950159,0.119304396,7.79E-01
0.041009001,-0.00016,0.011874,0.041059573,-0.000407408,0.011978593,0.119304396,7.52E-01
0.040918,-0.000214,0.011869,0.041157627,-0.000410628,0.011960656,0.131938905,7.23E-01
0.040791001,-0.000188,0.011915,0.041107776,-0.000417208,0.011988972,0.131938905,6.93E-01
0.040707,-0.000168,0.011961,0.04102964,-0.000375377,0.012000919,0.14325133,6.62E-01
0.040612001,-9.60E-05,0.012026,0.040896199,-0.000296205,0.012088303,0.14325133,6.30E-01
0.040566001,-6.60E-05,0.012041,0.04090546,-0.000293856,0.012026626,0.154710203,5.97E-01
0.040477999,1.00E-05,0.012122,0.040804306,-0.00034794,0.012009379,0.154710203,5.64E-01
0.040389001,6.60E-05,0.012185,0.040769057,-0.000311227,0.012091592,0.177179247,5.31E-01
0.040351,3.80E-05,0.012179,0.040715596,-0.000290052,0.012068832,0.177179247,4.99E-01
0.040247001,7.50E-05,0.012228,0.040785348,-0.000320322,0.012083684,0.205063969,4.68E-01
0.040105,0.000171,0.012328,0.04087239,-0.000305614,0.012044958,0.205063969,4.37E-01
0.039978001,0.000256,0.012395,0.040691911,-0.000292646,0.01205614,0.234680593,4.07E-01
0.039878,0.000298,0.012443,0.040625349,-0.000243551,0.012077228,0.234680593,3.79E-01
0.039783001,0.00034,0.0125,0.040548647,-0.0002099,0.012082734,0.263908088,3.52E-01
0.039686002,0.000363,0.012555,0.040448896,-0.000146268,0.012062258,0.263908088,3.27E-01
0.039542001,0.000476,0.012659,0.040282216,-0.000118691,0.01204745,0.291234791,3.03E-01
0.039436001,0.000502,0.012715,0.040057618,-6.97E-05,0.012128047,0.291234791,2.80E-01
0.039303001,0.000544,0.012805,0.039994653,-2.95E-05,0.012186096,0.316504955,2.60E-01
0.039214,0.00055,0.012855,0.039609759,1.92E-05,0.012226016,0.316504955,2.40E-01
0.039142001,0.000531,0.012895,0.039493569,0.000102109,0.012317477,0.338998318,2.23E-01
0.03906,0.000573,0.012938,0.039247746,0.000161647,0.012356214,0.338998318,2.06E-01
0.038989998,0.000596,0.01298,0.039062366,0.000179259,0.012494687,0.358475089,1.92E-01
0.038934,0.00062,0.01304,0.039131211,0.000179686,0.012529254,0.358475089,1.79E-01
0.038897,0.000625,0.013047,0.039122856,0.000140805,0.01250533,0.375089198,1.67E-01
0.038880002,0.000598,0.013044,0.03906065,0.000158703,0.012590395,0.375089198,1.57E-01
0.038821001,0.000652,0.013113,0.038910298,0.000210662,0.012677682,0.388638735,1.48E-01
0.038743999,0.0007,0.013158,0.038865258,0.000299671,0.012732276,0.388638735,1.40E-01
0.038708001,0.00068,0.013171,0.038736603,0.000325837,0.012841524,0.394969672,1.33E-01
0.038612999,0.000732,0.013231,0.038609804,0.000425979,0.012863221,0.394969672,1.28E-01
0.038541,0.000761,0.013253,0.038467868,0.00049056,0.012991005,0.394083798,1.23E-01
0.038449999,0.000846,0.013336,0.038408765,0.000570013,0.013011303,0.394083798,1.19E-01
0.038389001,0.000858,0.013375,0.038418158,0.000628538,0.013130671,0.388989568,1.16E-01
