gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,state_0
0.05412000045180321,-0.0029460000805556774,0.007896999828517437,0.05018463551917609,-0.0007073045289313941,0.010313474155500713,0.5978270769119263
0.054099999368190765,-0.0029200001154094934,0.007908999919891357,0.04958404205340055,2.5591324387973235e-05,0.010909314991012352,0.5978270769119263
0.054097000509500504,-0.0029180001001805067,0.007910000160336494,0.04903784133160743,-0.0001301419215231081,0.010819184890159546,0.5934455990791321
0.054106999188661575,-0.002940000034868717,0.007904999889433384,0.049215994469871294,-0.0001435623780386367,0.010776367535652455,0.5934455990791321
0.054097000509500504,-0.0029269999358803034,0.007899000309407711,0.04876549553342886,-7.06103129963255e-05,0.011022897653730726,0.5896258354187012
0.054090000689029694,-0.0029120000544935465,0.007923999801278114,0.048642338912603104,-0.00027736952552120595,0.011011381253430756,0.5896258354187012
0.05409200116991997,-0.0029170000925660133,0.007926000282168388,0.0483770272354145,-6.817192064522207e-05,0.011049284249324602,0.5861364006996155
0.0541130006313324,-0.0029539999086409807,0.007915999740362167,0.047861926597057035,-0.00029350339037550154,0.010989340996810683,0.5861364006996155
0.05410600081086159,-0.002950000111013651,0.007929000072181225,0.04735229435179885,1.2434339223550694e-05,0.01168418244893385,0.5831897258758545
0.05413400009274483,-0.0030090000946074724,0.007876000367105007,0.04775779736525848,-0.0005602783167025626,0.011244532991739671,0.5831897258758545
0.05412599816918373,-0.0029929999727755785,0.007903999648988247,0.04756810597082263,-0.0005304105849760054,0.011088991855413718,0.580520749092102
0.05409900099039078,-0.00292899995110929,0.007952000014483929,0.04853895102269369,-0.00025118209805684646,0.01128549143975096,0.580520749092102
0.05410800129175186,-0.00292299990542233,0.007960000075399876,0.048766304585147136,-0.0006202003310835785,0.010989730507854116,0.5712560415267944
0.05410600081086159,-0.002899999963119626,0.007966999895870686,0.048581292164999706,-5.526576327097646e-05,0.011041408361060115,0.5712560415267944
0.054097000509500504,-0.0028880001045763493,0.007997999899089336,0.04850269472123087,-0.0007470199726969141,0.010976003385239616,0.5546045303344727
0.05403599888086319,-0.002937000012025237,0.007981999777257442,0.04922464896981364,-7.512940086601416e-05,0.01058380036279749,0.5546045303344727
0.05397000163793564,-0.00291300006210804,0.00802099984139204,0.04846246306850913,-0.0009016263607956442,0.0104456333387987,0.5343946218490601
0.05393199995160103,-0.0029249999206513166,0.008022000081837177,0.04835730618627452,-0.0013635605810502858,0.011060031076734443,0.5343946218490601
0.053863998502492905,-0.0029090000316500664,0.008050000295042992,0.04882363218865348,-0.00035195626552286807,0.011152979188712678,0.515357494354248
0.053835999220609665,-0.002862999914214015,0.008081999607384205,0.0484937924854061,-0.0006720631407614256,0.010996269108611269,0.515357494354248
0.0538409985601902,-0.0028860000893473625,0.008061000145971775,0.0483057105310071,-0.00047633940982956015,0.01088939420059197,0.4979168772697449
0.05381400138139725,-0.002876000013202429,0.008059999905526638,0.04745046862629555,-0.000818972639009435,0.010525523225337494,0.4979168772697449
0.05382100120186806,-0.0028979999478906393,0.008053000085055828,0.047654515299465516,-0.0007360336709247278,0.010275276075876652,0.4682433307170868
0.05379899963736534,-0.0029100000392645597,0.008073000237345695,0.04764284415008475,-0.00040767856044511726,0.011054839651503438,0.4682433307170868
0.05375700071454048,-0.0029150000773370266,0.008069000206887722,0.04763982618824313,-0.00048566152657550724,0.011246115450474083,0.41642123460769653
0.05369500070810318,-0.0028719999827444553,0.00810999982059002,0.048014132982010085,-0.001039643577358756,0.01106618821972935,0.41642123460769653
0.05363500118255615,-0.002865999937057495,0.008117999881505966,0.04828129173591597,-0.0008843536052435211,0.010734253685766054,0.35401976108551025
0.053589001297950745,-0.002908000024035573,0.008097999729216099,0.04860393755551239,-0.0006396901654213052,0.01064320157660329,0.35401976108551025
0.05355900153517723,-0.0029100000392645597,0.00811699964106083,0.04799612815386624,-0.000686971124506509,0.010870985871950248,0.3037797808647156
