gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,phase,motion
0.038389001,0.000858,0.013375,0.037971651,-0.000113987,0.013603041,0.388989568,9.15E-02
0.038295999,0.000932,0.013457,0.037466848,-0.00033985,0.013438559,0.388989568,9.27E-02
0.038256001,0.000894,0.013502,0.038440294,-0.000300041,0.013820641,0.389541894,9.45E-02
0.038152002,0.000958,0.013624,0.038709905,-0.000276528,0.01360776,0.389541894,9.68E-02
0.038091999,0.000944,0.013707,0.039576607,-3.16E-05,0.012982196,0.397606373,9.97E-02
0.038012002,0.000957,0.01384,0.038945801,-0.000712245,0.013314058,0.397606373,1.03E-01
0.037909999,0.001011,0.013929,0.03792397,-0.001037716,0.01234412,0.41409266,1.07E-01
0.037819002,0.001068,0.014009,0.037186949,-0.001122865,0.012747114,0.41409266,1.11E-01
0.037737999,0.001096,0.014055,0.038107662,-0.000320209,0.013048076,0.434754819,1.16E-01
0.037604,0.001113,0.014148,0.038493693,-0.000692008,0.013031994,0.434754819,1.21E-01
0.037424002,0.001105,0.014249,0.038896181,-0.00041105,0.012269046,0.456164747,1.26E-01
0.037269,0.001076,0.014309,0.038737677,-0.000260194,0.012505162,0.456164747,1.32E-01
0.037105002,0.001046,0.014355,0.037291053,-0.000101022,0.013076873,0.476996422,1.37E-01
0.036993999,0.001023,0.014406,0.038152369,-0.00027731,0.012956319,0.476996422,1.42E-01
0.036853999,0.001093,0.014497,0.037204444,-0.00035576,0.013396688,0.49649632,1.47E-01
0.036764,0.001116,0.014536,0.038784465,-0.000506534,0.013726607,0.49649632,1.51E-01
0.036750998,0.001096,0.014526,0.039009818,-0.000477233,0.013958985,0.515800834,1.55E-01
0.036750998,0.001106,0.014539,0.037729407,-0.0004933,0.012223338,0.515800834,1.59E-01
0.036770001,0.001087,0.014523,0.037797932,-0.000771772,0.012463499,0.533231437,1.62E-01
0.036759,0.001119,0.014549,0.035980108,-0.000474855,0.013595389,0.533231437,1.64E-01
0.036796998,0.001067,0.014557,0.036014374,-0.000490329,0.013835315,0.548728943,1.66E-01
0.036741,0.001178,0.014684,0.035592797,-0.00042198,0.014039684,0.548728943,1.67E-01
0.03672,0.001143,0.014712,0.035467404,-0.00041245,0.013179556,0.557684422,1.69E-01
0.036595002,0.001181,0.014823,0.03721553,-4.22E-05,0.013650957,0.557684422,1.69E-01
0.036364,0.001304,0.014983,0.03564731,-0.000589311,0.013479632,0.555872262,1.70E-01
0.036049001,0.001463,0.015145,0.036057098,-0.000218378,0.012985344,0.555872262,1.72E-01
0.035737,0.001593,0.015294,0.036858109,0.000254778,0.013591892,0.547199607,1.73E-01
0.035383999,0.001818,0.01544,0.035959359,2.55E-05,0.013924931,0.547199607,1.75E-01
0.035085,0.002059,0.01557,0.037148392,-0.000230363,0.014980974,0.534898996,1.78E-01
0.034717001,0.002344,0.015698999,0.037479408,0.000269942,0.013780438,0.534898996,1.82E-01
0.034437001,0.002538,0.015835,0.03764092,-0.000255136,0.013666198,0.521046817,1.88E-01
0.034201998,0.002631,0.015947999,0.036796831,-0.000132325,0.013411281,0.521046817,1.94E-01
0.033952001,0.002697,0.016094999,0.034807975,-0.000216438,0.01345918,0.515354156,2.02E-01
0.033778001,0.002729,0.016186999,0.035507571,-0.000117489,0.013873033,0.515354156,2.11E-01
0.033673,0.002751,0.016236,0.036543803,0.00063557,0.013410417,0.514941037,2.22E-01
0.033684999,0.002633,0.016194999,0.036427284,0.0001609,0.0135656,0.514941037,2.34E-01
0.033597998,0.002683,0.016275,0.035268088,-0.000151483,0.013261224,0.53293997,2.47E-01
0.033528998,0.002686,0.016340001,0.035279997,0.000367388,0.013300502,0.53293997,2.62E-01
0.033482999,0.002631,0.016396999,0.035972564,-8.35E-05,0.013254211,0.560926855,2.79E-01
0.033411998,0.002577,0.016434999,0.035599093,-0.00017008,0.013764013,0.560926855,2.96E-01
0.033319,0.002553,0.016473001,0.035201319,-0.00036851,0.014441912,0.590019941,3.16E-01
0.033177,0.00255,0.016557001,0.035994796,0.000468949,0.01425511,0.590019941,3.36E-01
0.033078998,0.002513,0.01663,0.035059879,3.62E-05,0.014877784,0.615934253,3.59E-01
0.032969002,0.002524,0.016697001,0.034438156,0.000803215,0.015394849,0.615934253,3.82E-01
0.032799002,0.002541,0.016812,0.0341424,0.000639132,0.015435159,0.637708426,4.07E-01
0.032651,0.00256,0.016909,0.033165208,0.000777437,0.01486684,0.637708426,4.34E-01
0.032476,0.002623,0.017011,0.033353783,0.001098454,0.015464974,0.656008124,4.62E-01
0.032423001,0.002561,0.017007001,0.032300598,0.000702492,0.015046517,0.656008124,4.91E-01
0.032382,0.002582,0.017002,0.032460701,0.000720005,0.014807043,0.694399774,5.21E-01
0.032347001,0.002631,0.017008999,0.033875179,0.000489893,0.015253728,0.694399774,5.52E-01
0.032338999,0.002634,0.017036,0.033874763,0.000372557,0.015807248,0.744737685,5.84E-01
0.032350998,0.002619,0.017039999,0.033263613,0.000753774,0.015791566,0.744737685,6.16E-01
0.032345001,0.002638,0.017045001,0.03415757,0.000790207,0.01562122,0.807529092,6.48E-01
0.032349002,0.002662,0.017036,0.034048504,0.000858105,0.016040166,0.807529092,6.79E-01
0.032379001,0.00264,0.016996,0.031982474,0.00065814,0.015438953,0.874667764,7.10E-01
0.032398,0.002685,0.016961999,0.031489951,0.001121696,0.014929104,0.874667764,7.40E-01
0.032489002,0.002666,0.01692,0.032525481,0.000891746,0.015537769,0.928523421,7.69E-01
0.032528002,0.002654,0.016933,0.032375635,0.001026466,0.016502689,0.928523421,7.96E-01
0.032547001,0.002621,0.016945999,0.033543611,0.001251466,0.016135027,0.971993208,8.22E-01
0.032556999,0.002625,0.016942,0.033786384,0.001215621,0.016272412,0.971993208,8.47E-01
0.032568999,0.00261,0.016930001,0.033422216,0.001126925,0.016479754,1.002225876,8.69E-01
0.032554001,0.002637,0.016933,0.031264041,0.000948931,0.015411169,1.002225876,8.90E-01
0.032575998,0.0026,0.016890001,0.032271383,0.001199754,0.016274161,1.017626405,9.09E-01
0.032597002,0.002574,0.016852999,0.033385944,0.000675077,0.016209766,1.017626405,9.25E-01
0.032623,0.00254,0.016806001,0.032824197,0.000636234,0.015886942,1.016999125,9.40E-01
0.032671001,0.002532,0.016778,0.032022621,0.000890014,0.016455397,1.016999125,9.53E-01
0.032756999,0.002493,0.016690999,0.032355565,0.001343421,0.01619686,1.005029321,9.65E-01
0.032799002,0.00249,0.016674999,0.032474327,0.001058846,0.016158355,1.005029321,9.74E-01
0.032853998,0.002507,0.016626,0.032055377,0.001375713,0.016617352,0.980466723,9.82E-01
0.032970998,0.002479,0.016511999,0.032867271,0.001495078,0.016987145,0.980466723,9.88E-01
0.033041,0.002522,0.016449001,0.032298736,0.001591455,0.016587182,0.949237287,9.92E-01
0.033190001,0.002445,0.016295001,0.03274074,0.001064479,0.01666977,0.949237287,9.95E-01
0.033420999,0.002349,0.016097,0.033334467,0.00105512,0.016311679,0.91542244,9.97E-01
0.033907,0.002116,0.015758,0.032216697,0.00074454,0.016416701,0.91542244,9.97E-01
0.034371998,0.001825,0.015437,0.033602985,0.000755861,0.016466651,0.88169384,9.97E-01
0.034883998,0.001432,0.015105,0.034078015,0.000865826,0.016311352,0.88169384,9.95E-01
0.035372,0.001045,0.014793,0.03431978,0.001043412,0.016165901,0.832102716,9.93E-01
