gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,phase,motion
0.043133002,-0.000542,0.011499,0.043840238,-0.000879062,0.011807369,0.5855515,7.19E-01
0.043122999,-0.000526,0.011516,0.044261725,-0.00089276,0.011075865,0.567156315,7.07E-01
0.043113999,-0.000501,0.011541,0.044564178,-0.00068359,0.010881462,0.567156315,6.92E-01
0.043102998,-0.000475,0.011557,0.04542072,-1.93E-05,0.010483579,0.550500751,6.76E-01
0.043110002,-0.000488,0.011527,0.044254911,-0.0006213,0.01053363,0.550500751,6.57E-01
0.043099001,-0.00055,0.011506,0.044630415,-0.000997311,0.010985273,0.535662293,6.36E-01
0.043019999,-0.000536,0.011541,0.043199034,-0.000601807,0.012443216,0.535662293,6.13E-01
0.042982999,-0.000554,0.011534,0.044560185,-0.001197786,0.011799898,0.493308038,5.88E-01
0.042906001,-0.000518,0.011555,0.045730632,-0.000880294,0.01093856,0.493308038,5.61E-01
0.042863999,-0.000502,0.011569,0.044953114,-0.000891861,0.010993209,0.431327641,5.34E-01
0.042833,-0.00051,0.011566,0.044246928,-0.001361319,0.010849771,0.431327641,5.06E-01
0.042794999,-0.000542,0.011557,0.043699612,-0.001517677,0.011184061,0.35450387,4.78E-01
0.042748,-0.000543,0.011584,0.042376864,-0.000856957,0.010830485,0.35450387,4.49E-01
0.042681001,-0.000526,0.011622,0.040196264,-0.001149528,0.012082768,0.278825939,4.22E-01
0.042631999,-0.000558,0.011611,0.041013983,-0.000868634,0.012821665,0.278825939,3.94E-01
0.042537998,-0.000498,0.011669,0.040924241,-0.001234301,0.012581549,0.211958364,3.68E-01
0.042495001,-0.00053,0.011673,0.042154923,-0.000994472,0.013536813,0.211958364,3.43E-01
0.042459,-0.000562,0.011664,0.042302139,-0.000750561,0.011812806,0.153461516,3.19E-01
0.042415999,-0.000551,0.011695,0.043074615,-0.000889066,0.012290005,0.153461516,2.97E-01
0.042358998,-0.000514,0.011697,0.042826879,-0.000669891,0.011353932,0.116434053,2.76E-01
0.042307999,-0.000504,0.01173,0.042920143,-0.000758806,0.011941364,0.116434053,2.56E-01
0.042233001,-0.000463,0.01178,0.041697387,-0.000677514,0.012070922,0.097517237,2.38E-01
0.042188,-0.00052,0.011759,0.042887421,-0.000843621,0.012193468,0.097517237,2.21E-01
