gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,state_0
0.05424699932336807,-0.0024240000639110804,0.009417999535799026,0.05475766571234637,-0.0026467112534838797,0.008701045836465329,0.899660050868988
0.054200999438762665,-0.0024339999072253704,0.009425000287592411,0.05487876993776668,-0.002686455284580097,0.008861101172325022,0.8890883326530457
0.054141998291015625,-0.0024059999268501997,0.009437999688088894,0.05468077588429921,-0.0025423220720609398,0.008984853301770353,0.8125172853469849
0.053971000015735626,-0.0022819999139755964,0.00952600035816431,0.054332378283019754,-0.0025028920404225447,0.008942616720700642,0.7356870770454407
0.05389000102877617,-0.002185000106692314,0.009579000063240528,0.05429190640142132,-0.002559842908055268,0.009159391595639933,0.5943382978439331
0.053870998322963715,-0.002174000022932887,0.009584999643266201,0.05409147842238869,-0.002603207408304657,0.00904596318994161,0.5155761241912842
0.0538019984960556,-0.002124000107869506,0.009638000279664993,0.0538879146202315,-0.0024298998888207008,0.009322313511033624,0.4072997570037842
0.053752001374959946,-0.0021780000533908606,0.009627999737858772,0.05379733964233606,-0.0025291404336842726,0.009258625174816276,0.34349536895751953
0.053741998970508575,-0.002211000071838498,0.009607000276446342,0.053733812314562264,-0.002490948363824112,0.009328032819542928,0.27886438369750977
0.05373299866914749,-0.0021959999576210976,0.009620999917387962,0.0536270629172453,-0.0023767556213782227,0.009406271998339231,0.24698391556739807
0.053734999150037766,-0.002203000010922551,0.009626000188291073,0.05356797233124673,-0.002405534219042812,0.00937814269041338,0.20941677689552307
0.05374399945139885,-0.0022249999456107616,0.009600000455975533,0.0534569993521868,-0.0023711506600557473,0.009470570072044656,0.1810981184244156
0.0536080002784729,-0.0022009999956935644,0.009662000462412834,0.05328128017165115,-0.002367249354391163,0.009438701046521605,0.15786181390285492
0.05326500162482262,-0.002259999979287386,0.009670999832451344,0.05312072593724575,-0.002301179945839245,0.009567461156917556,0.30685338377952576
0.05270000174641609,-0.0022780001163482666,0.009782000444829464,0.0529427378142426,-0.0022889890566696863,0.009581255073331657,0.5226288437843323
0.05212699994444847,-0.0022799998987466097,0.009832999669015408,0.05280374577640082,-0.002277929697030423,0.00961487484923723,0.6573870182037354
0.05176199972629547,-0.002188999904319644,0.009878999553620815,0.05309100412517953,-0.002255236346265563,0.009571832458098093,0.7397645711898804
