gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,state_0,state_11,state_1
0.045134999,-0.001545,0.010536,0.045513567,-0.00187713,0.010448848,0.208849534,,0.208849534
0.044950001,-0.00137,0.010644,0.045467744,-0.00186099,0.010447334,0.208849534,,0.208849534
0.044853002,-0.001333,0.010667,0.045330854,-0.001847356,0.01046902,0.243973047,,0.243973047
0.044727001,-0.001246,0.010747,0.045285992,-0.00184697,0.010496609,0.243973047,,0.243973047
0.044654999,-0.001213,0.010782,0.045296412,-0.001825878,0.010490273,0.279473364,,0.279473364
0.044574,-0.001164,0.01082,0.04506912,-0.001804747,0.010456374,0.279473364,,0.279473364
0.044512,-0.001137,0.010839,0.044916987,-0.001788362,0.010511922,0.313506484,,0.313506484
0.044477001,-0.001119,0.010868,0.044939221,-0.001811629,0.010474642,0.313506484,,0.313506484
0.044397999,-0.001042,0.010931,0.044788462,-0.001795219,0.010439261,0.343208611,,0.343208611
0.044365,-0.001046,0.010934,0.044691972,-0.001774654,0.010469765,0.343208611,,0.343208611
0.044305,-0.001007,0.010965,0.044570643,-0.001713495,0.010531607,0.368946671,,0.368946671
0.044250999,-0.001012,0.010977,0.044511423,-0.001641866,0.010591551,0.368946671,,0.368946671
0.044148002,-0.000942,0.011038,0.044432141,-0.001623631,0.010570583,0.391258568,,0.391258568
0.044073001,-0.000949,0.011061,0.044079389,-0.001573025,0.010689442,0.391258568,,0.391258568
0.04397,-0.000886,0.011125,0.04399825,-0.001577403,0.010671302,0.4104909,,0.4104909
0.043878,-0.000843,0.011165,0.043839851,-0.001480663,0.010732627,0.4104909,,0.4104909
0.043786999,-0.000796,0.011188,0.043647984,-0.001431113,0.01079496,0.426994354,,0.426994354
0.043731,-0.000787,0.011179,0.043773729,-0.001361188,0.010838066,0.426994354,,0.426994354
0.043643001,-0.000712,0.011253,0.043667863,-0.001236709,0.010905851,0.461417168,,0.461417168
0.043591,-0.000709,0.011258,0.04349321,-0.001184569,0.010958608,0.461417168,,0.461417168
0.043488,-0.000673,0.01131,0.043371863,-0.001139155,0.011038329,0.515605748,,0.515605748
