gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,state_0,state_11,state_1
0.039303001,0.000544,0.012805,0.039994653,-2.95E-05,0.012186096,0.316504955,,0.316504955
0.039214,0.00055,0.012855,0.039609759,1.92E-05,0.012226016,0.316504955,,0.316504955
0.039142001,0.000531,0.012895,0.039493569,0.000102109,0.012317477,0.338998318,,0.338998318
0.03906,0.000573,0.012938,0.039247746,0.000161647,0.012356214,0.338998318,,0.338998318
0.038989998,0.000596,0.01298,0.039062366,0.000179259,0.012494687,0.358475089,,0.358475089
0.038934,0.00062,0.01304,0.039131211,0.000179686,0.012529254,0.358475089,,0.358475089
0.038897,0.000625,0.013047,0.039122856,0.000140805,0.01250533,0.375089198,,0.375089198
0.038880002,0.000598,0.013044,0.03906065,0.000158703,0.012590395,0.375089198,,0.375089198
0.038821001,0.000652,0.013113,0.038910298,0.000210662,0.012677682,0.388638735,,0.388638735
0.038743999,0.0007,0.013158,0.038865258,0.000299671,0.012732276,0.388638735,,0.388638735
0.038708001,0.00068,0.013171,0.038736603,0.000325837,0.012841524,0.394969672,,0.394969672
0.038612999,0.000732,0.013231,0.038609804,0.000425979,0.012863221,0.394969672,,0.394969672
0.038541,0.000761,0.013253,0.038467868,0.00049056,0.012991005,0.394083798,,0.394083798
0.038449999,0.000846,0.013336,0.038408765,0.000570013,0.013011303,0.394083798,,0.394083798
0.038389001,0.000858,0.013375,0.038418158,0.000628538,0.013130671,0.388989568,,0.388989568
0.038295999,0.000932,0.013457,0.03835695,0.000658125,0.013228637,0.388989568,,0.388989568
0.038256001,0.000894,0.013502,0.038220437,0.000687757,0.013279921,0.389541894,,0.389541894
0.038152002,0.000958,0.013624,0.038043751,0.00074861,0.013382265,0.389541894,,0.389541894
0.038091999,0.000944,0.013707,0.037922505,0.000812527,0.013440121,0.397606373,,0.397606373
0.038012002,0.000957,0.01384,0.03761958,0.000832069,0.013516123,0.397606373,,0.397606373
0.037909999,0.001011,0.013929,0.03734874,0.000941158,0.013595971,0.41409266,,0.41409266
0.037819002,0.001068,0.014009,0.037037543,0.001023348,0.013679005,0.41409266,,0.41409266
0.037737999,0.001096,0.014055,0.037023511,0.001057943,0.013692143,0.434754819,,0.434754819
0.037604,0.001113,0.014148,0.037035433,0.001063966,0.01375663,0.434754819,,0.434754819
0.037424002,0.001105,0.014249,0.037047552,0.001078139,0.013801331,0.456164747,,0.456164747
0.037269,0.001076,0.014309,0.037107856,0.001064744,0.01380741,0.456164747,,0.456164747
0.037105002,0.001046,0.014355,0.036986524,0.001045499,0.013838617,0.476996422,,0.476996422
0.036993999,0.001023,0.014406,0.036801216,0.001123449,0.01390613,0.476996422,,0.476996422
0.036853999,0.001093,0.014497,0.036875859,0.001176295,0.013967911,0.49649632,,0.49649632
0.036764,0.001116,0.014536,0.036888901,0.001142037,0.013974343,0.49649632,,0.49649632
0.036750998,0.001096,0.014526,0.037046902,0.001184412,0.014025968,0.515800834,,0.515800834
0.036750998,0.001106,0.014539,0.03687942,0.00126484,0.014161055,0.515800834,,0.515800834
0.036770001,0.001087,0.014523,0.036734963,0.001329115,0.014213489,0.533231437,,0.533231437
0.036759,0.001119,0.014549,0.036653176,0.001359145,0.014215854,0.533231437,,0.533231437
0.036796998,0.001067,0.014557,0.036578514,0.00142565,0.014348634,0.548728943,,0.548728943
0.036741,0.001178,0.014684,0.036614499,0.001396208,0.014342779,0.548728943,,0.548728943
0.03672,0.001143,0.014712,0.036391148,0.001367205,0.014412322,0.557684422,,0.557684422
0.036595002,0.001181,0.014823,0.03616568,0.001340979,0.014491653,0.557684422,,0.557684422
0.036364,0.001304,0.014983,0.035884642,0.0014652,0.014627973,0.555872262,,0.555872262
0.036049001,0.001463,0.015145,0.035875185,0.001515127,0.014751482,0.555872262,,0.555872262
0.035737,0.001593,0.015294,0.035642172,0.001553887,0.01480143,0.547199607,,0.547199607
0.035383999,0.001818,0.01544,0.035337294,0.001605992,0.014926924,0.547199607,,0.547199607
0.035085,0.002059,0.01557,0.035103656,0.00162338,0.014949896,0.534898996,,0.534898996
0.034717001,0.002344,0.015698999,0.034904943,0.001762595,0.015092859,0.534898996,,0.534898996
0.034437001,0.002538,0.015835,0.034878783,0.001752816,0.015147923,0.521046817,,0.521046817
0.034201998,0.002631,0.015947999,0.034724568,0.001700572,0.015192304,0.521046817,,0.521046817
0.033952001,0.002697,0.016094999,0.034548235,0.001804218,0.015362577,0.515354156,,0.515354156
0.033778001,0.002729,0.016186999,0.034533073,0.00185535,0.015342618,0.515354156,,0.515354156
0.033673,0.002751,0.016236,0.034512577,0.001915749,0.01544307,0.514941037,,0.514941037
0.033684999,0.002633,0.016194999,0.034471302,0.001924498,0.015408884,0.514941037,,0.514941037
0.033597998,0.002683,0.016275,0.034367597,0.001953837,0.015443445,0.53293997,,0.53293997
0.033528998,0.002686,0.016340001,0.034360695,0.002024083,0.015549629,0.53293997,,0.53293997
0.033482999,0.002631,0.016396999,0.034114691,0.00212489,0.015699711,0.560926855,,0.560926855
0.033411998,0.002577,0.016434999,0.034061617,0.002268393,0.015773038,0.560926855,,0.560926855
0.033319,0.002553,0.016473001,0.034034172,0.002373337,0.015912813,0.590019941,,0.590019941
0.033177,0.00255,0.016557001,0.033930278,0.00246427,0.01604629,0.590019941,,0.590019941
0.033078998,0.002513,0.01663,0.03372019,0.002459592,0.016059417,0.615934253,,0.615934253
0.032969002,0.002524,0.016697001,0.033614158,0.002581804,0.016127676,0.615934253,,0.615934253
0.032799002,0.002541,0.016812,0.033498213,0.00286527,0.016212262,0.637708426,,0.637708426
0.032651,0.00256,0.016909,0.033265034,0.002980859,0.016328937,0.637708426,,0.637708426
0.032476,0.002623,0.017011,0.033087457,0.003121006,0.016410573,0.656008124,,0.656008124
0.032423001,0.002561,0.017007001,0.032854384,0.003152905,0.016515428,0.656008124,,0.656008124
0.032382,0.002582,0.017002,0.03280984,0.003188825,0.016558954,0.694399774,,0.694399774
0.032347001,0.002631,0.017008999,0.032694823,0.003224496,0.016700683,0.694399774,,0.694399774
0.032338999,0.002634,0.017036,0.032570365,0.003323743,0.016823276,0.744737685,,0.744737685
0.032350998,0.002619,0.017039999,0.032604032,0.003458511,0.016889728,0.744737685,,0.744737685
0.032345001,0.002638,0.017045001,0.032658217,0.003429033,0.016954438,0.807529092,,0.807529092
0.032349002,0.002662,0.017036,0.032612206,0.003314193,0.017049011,0.807529092,,0.807529092
0.032379001,0.00264,0.016996,0.032617361,0.003226333,0.017079376,0.874667764,,0.874667764
0.032398,0.002685,0.016961999,0.032721326,0.003239654,0.017163592,0.874667764,,0.874667764
0.032489002,0.002666,0.01692,0.032780841,0.003208887,0.017174048,0.928523421,,0.928523421
0.032528002,0.002654,0.016933,0.032451038,0.003079173,0.017167348,0.928523421,,0.928523421
0.032547001,0.002621,0.016945999,0.032242463,0.003213267,0.017243231,0.971993208,,0.971993208
0.032556999,0.002625,0.016942,0.032104031,0.003317621,0.017423031,0.971993208,,0.971993208
0.032568999,0.00261,0.016930001,0.032020643,0.00326462,0.017458351,1.002225876,,1.002225876
0.032554001,0.002637,0.016933,0.032175306,0.003237409,0.017446761,1.002225876,,1.002225876
0.032575998,0.0026,0.016890001,0.031931566,0.003164543,0.017454773,1.017626405,,1.017626405
0.032597002,0.002574,0.016852999,0.031880429,0.003216786,0.017527171,1.017626405,,1.017626405
0.032623,0.00254,0.016806001,0.031880502,0.003261197,0.017551482,1.016999125,,1.016999125
0.032671001,0.002532,0.016778,0.031808443,0.003306308,0.017563942,1.016999125,,1.016999125
0.032756999,0.002493,0.016690999,0.031748031,0.003313994,0.017617865,1.005029321,,1.005029321
0.032799002,0.00249,0.016674999,0.031863364,0.003165127,0.017529441,1.005029321,,1.005029321
0.032853998,0.002507,0.016626,0.032096883,0.003135344,0.017415751,0.980466723,,0.980466723
0.032970998,0.002479,0.016511999,0.031955047,0.00306846,0.017473121,0.980466723,,0.980466723
0.033041,0.002522,0.016449001,0.031881714,0.003025657,0.017460713,0.949237287,,0.949237287
0.033190001,0.002445,0.016295001,0.031728816,0.003106182,0.017540232,0.949237287,,0.949237287
0.033420999,0.002349,0.016097,0.031625826,0.003104503,0.017640297,0.91542244,,0.91542244
0.033907,0.002116,0.015758,0.031790138,0.003029896,0.0176031,0.91542244,,0.91542244
0.034371998,0.001825,0.015437,0.031801552,0.003105848,0.01762475,0.88169384,,0.88169384
0.034883998,0.001432,0.015105,0.031665936,0.003034957,0.017598014,0.88169384,,0.88169384
0.035372,0.001045,0.014793,0.031635416,0.003074776,0.017586378,0.832102716,,0.832102716
