gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,state_0
0.055932000279426575,-0.0018710000440478325,0.008569000288844109,0.05521751440409652,-0.001684725157061577,0.008702063535517512,0.4247615933418274
0.055851999670267105,-0.0018500000005587935,0.008604999631643295,0.05521701857505414,-0.0016991041937544863,0.008692587944568387,0.4247615933418274
0.055821001529693604,-0.0018070000223815441,0.008634000085294247,0.05512408606021181,-0.0017417845793964428,0.008726863756905946,0.4281711280345917
0.05583199858665466,-0.001800999976694584,0.008605999872088432,0.055049620148850335,-0.0016972791327642136,0.008742249169711318,0.4281711280345917
0.055757999420166016,-0.0016899999463930726,0.008685999549925327,0.054975263092221484,-0.0017073434535257806,0.008777410385072364,0.4349174201488495
0.055695001035928726,-0.0016410000389441848,0.008708000183105469,0.054974415407630144,-0.0017186213923599486,0.008784712487962356,0.4349174201488495
0.05561299994587898,-0.0016039999900385737,0.008747999556362629,0.055017224732326966,-0.0016872819642876988,0.008809160701974569,0.4433079659938812
0.05553099885582924,-0.0016349999932572246,0.00875999964773655,0.05500129363816416,-0.001662039300831163,0.00882315487245599,0.4433079659938812
0.0554330013692379,-0.0016189999878406525,0.008821000345051289,0.05490118968379533,-0.0017106733722046606,0.008792017772651284,0.45226776599884033
0.05534299835562706,-0.0016120000509545207,0.008871999569237232,0.054843895396294785,-0.0017767513589737967,0.008747297856664154,0.45226776599884033
0.05527399852871895,-0.0016110000433400273,0.008887000381946564,0.05488480961505884,-0.001664772978660068,0.008809814975151847,0.4579143524169922
0.05524599924683571,-0.0015780000248923898,0.008907999843358994,0.0546302242355005,-0.001653704032855008,0.008824416299246652,0.4579143524169922
0.05525000020861626,-0.0015350000467151403,0.008964999578893185,0.05503393653309262,-0.0016820809866042118,0.008860195101454901,0.46134087443351746
0.05525499954819679,-0.0015379999531432986,0.009000999853014946,0.05467359446779884,-0.0016681594743377158,0.008911137959338832,0.46134087443351746
0.05522900074720383,-0.0015200000489130616,0.009069000370800495,0.05471901485091896,-0.001578745276791877,0.008916518804056884,0.45517081022262573
0.05518500134348869,-0.0015269999857991934,0.009162000380456448,0.05462739103481745,-0.0015640732030044796,0.00891710498433388,0.45517081022262573
0.05512300133705139,-0.0015660000499337912,0.009227000176906586,0.05476278179887572,-0.0016281278184621625,0.008889981352739256,0.44364210963249207
0.05505099892616272,-0.0015839999541640282,0.009279999881982803,0.05451014262486216,-0.0016720550723344795,0.008980003898241813,0.44364210963249207
