frame,t,filtered_signal_norm_offline
3.870000000000000000e+02,1.290000000000000036e+01,6.436069891624401906e-01
3.880000000000000000e+02,1.293333333333333357e+01,6.436069891624401906e-01
3.890000000000000000e+02,1.296666666666666679e+01,6.203321488145630003e-01
3.900000000000000000e+02,1.300000000000000000e+01,6.203321488145630003e-01
3.910000000000000000e+02,1.303333333333333321e+01,5.986485345012880765e-01
3.920000000000000000e+02,1.306666666666666643e+01,5.986485345012880765e-01
3.930000000000000000e+02,1.309999999999999964e+01,5.728423220479647027e-01
3.940000000000000000e+02,1.313333333333333286e+01,5.728423220479647027e-01
3.950000000000000000e+02,1.316666666666666607e+01,5.458358427928962087e-01
3.960000000000000000e+02,1.319999999999999929e+01,5.458358427928962087e-01
3.970000000000000000e+02,1.323333333333333250e+01,5.230502493154123300e-01
3.980000000000000000e+02,1.326666666666666750e+01,5.230502493154123300e-01
3.990000000000000000e+02,1.330000000000000071e+01,5.038348122148597064e-01
4.000000000000000000e+02,1.333333333333333393e+01,5.038348122148597064e-01
4.010000000000000000e+02,1.336666666666666714e+01,4.733156797316029341e-01
4.020000000000000000e+02,1.340000000000000036e+01,4.733156797316029341e-01
4.030000000000000000e+02,1.343333333333333357e+01,4.375909994138071357e-01
4.040000000000000000e+02,1.346666666666666679e+01,4.375909994138071357e-01
4.050000000000000000e+02,1.350000000000000000e+01,3.767828659994945095e-01
4.060000000000000000e+02,1.353333333333333321e+01,3.767828659994945095e-01
4.070000000000000000e+02,1.356666666666666643e+01,3.112854763884544407e-01
4.080000000000000000e+02,1.359999999999999964e+01,3.112854763884544407e-01
4.090000000000000000e+02,1.363333333333333286e+01,2.461425776155064526e-01
4.100000000000000000e+02,1.366666666666666607e+01,2.461425776155064526e-01
4.110000000000000000e+02,1.369999999999999929e+01,1.890201657068114605e-01
4.120000000000000000e+02,1.373333333333333250e+01,1.890201657068114605e-01
4.130000000000000000e+02,1.376666666666666750e+01,1.402281819143637309e-01
4.140000000000000000e+02,1.380000000000000071e+01,1.402281819143637309e-01
4.150000000000000000e+02,1.383333333333333393e+01,9.866417747431670271e-02
